,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y,min_duration,age_bin,pdays_contacted
36588,33,entrepreneur,married,tertiary,no,12,yes,no,cellular,12,may,1,0,0,unknown,0,2.283333333333333,"(17.925, 33.0]",0
17363,52,technician,married,secondary,no,475,yes,no,cellular,28,jul,3,0,0,unknown,0,2.0166666666666666,"(48.0, 63.0]",0
7439,45,admin.,married,secondary,no,5244,yes,no,unknown,29,may,16,0,0,unknown,0,0.3,"(33.0, 48.0]",0
17624,59,admin.,divorced,secondary,no,1525,no,no,telephone,29,jul,2,0,0,unknown,0,1.5,"(48.0, 63.0]",0
44298,33,services,single,unknown,no,2297,no,no,cellular,27,jul,1,0,0,unknown,1,8.783333333333333,"(17.925, 33.0]",0
39759,46,admin.,divorced,secondary,no,3280,no,no,cellular,1,jun,1,0,0,unknown,0,1.8333333333333333,"(33.0, 48.0]",0
33381,32,admin.,married,secondary,no,3052,yes,yes,cellular,20,apr,3,151,4,failure,0,4.216666666666667,"(17.925, 33.0]",1
18218,33,management,divorced,secondary,no,321,no,yes,cellular,30,jul,10,0,0,unknown,0,2.5166666666666666,"(17.925, 33.0]",0
2952,42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,2,0,0,unknown,0,8.683333333333334,"(33.0, 48.0]",0
22619,30,management,divorced,tertiary,no,0,no,no,cellular,22,aug,2,0,0,unknown,0,3.4833333333333334,"(17.925, 33.0]",0
5370,26,student,single,tertiary,no,1570,yes,no,unknown,23,may,1,0,0,unknown,0,1.35,"(17.925, 33.0]",0
35533,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,3,356,2,failure,1,13.116666666666667,"(33.0, 48.0]",1
10755,35,self-employed,married,tertiary,no,333,no,no,unknown,17,jun,5,0,0,unknown,0,1.3,"(33.0, 48.0]",0
34598,41,blue-collar,divorced,primary,no,169,yes,no,cellular,5,may,1,0,0,unknown,0,1.1833333333333333,"(33.0, 48.0]",0
33253,28,self-employed,married,tertiary,no,232,yes,yes,cellular,20,apr,1,0,0,unknown,0,3.65,"(17.925, 33.0]",0
12484,40,services,single,secondary,no,-27,no,yes,unknown,1,jul,1,0,0,unknown,0,3.683333333333333,"(33.0, 48.0]",0
21982,55,admin.,married,secondary,no,51,no,no,cellular,20,aug,2,0,0,unknown,0,1.5666666666666667,"(48.0, 63.0]",0
39126,35,entrepreneur,single,tertiary,no,3302,yes,yes,cellular,18,may,3,0,0,unknown,0,3.45,"(33.0, 48.0]",0
16359,38,management,married,tertiary,no,246,yes,no,unknown,23,jul,8,0,0,unknown,0,11.95,"(33.0, 48.0]",0
42465,35,technician,married,secondary,no,13658,yes,no,telephone,9,dec,2,0,0,unknown,0,3.6666666666666665,"(33.0, 48.0]",0
26933,54,technician,single,secondary,no,2237,no,no,cellular,21,nov,5,0,0,unknown,0,2.4833333333333334,"(48.0, 63.0]",0
144,59,blue-collar,married,secondary,no,57,yes,no,unknown,5,may,1,0,0,unknown,0,1.6333333333333333,"(48.0, 63.0]",0
38323,38,technician,single,secondary,no,1270,yes,yes,cellular,15,may,1,337,6,other,0,2.7333333333333334,"(33.0, 48.0]",1
42219,33,services,married,secondary,no,1076,no,no,cellular,11,nov,1,96,5,failure,1,2.183333333333333,"(17.925, 33.0]",1
18326,50,technician,married,secondary,no,1518,no,yes,cellular,31,jul,2,0,0,unknown,0,5.35,"(48.0, 63.0]",0
17396,49,blue-collar,single,primary,no,-165,yes,yes,cellular,28,jul,3,0,0,unknown,0,2.5166666666666666,"(48.0, 63.0]",0
22811,33,technician,single,tertiary,no,6,no,no,cellular,25,aug,4,0,0,unknown,0,0.5,"(17.925, 33.0]",0
14335,34,services,single,secondary,no,313,yes,no,cellular,14,jul,3,0,0,unknown,0,10.566666666666666,"(33.0, 48.0]",0
2527,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,2,0,0,unknown,0,7.533333333333333,"(17.925, 33.0]",0
27141,35,services,single,secondary,no,1354,no,yes,cellular,21,nov,6,0,0,unknown,0,4.633333333333334,"(33.0, 48.0]",0
1489,34,blue-collar,married,secondary,no,129,yes,no,unknown,8,may,2,0,0,unknown,0,1.1833333333333333,"(33.0, 48.0]",0
9527,28,blue-collar,single,secondary,no,3430,yes,no,unknown,6,jun,6,0,0,unknown,0,1.2,"(17.925, 33.0]",0
7220,51,technician,married,secondary,no,2402,yes,no,unknown,29,may,1,0,0,unknown,0,1.9666666666666666,"(48.0, 63.0]",0
31044,41,technician,married,secondary,no,1066,no,no,cellular,11,feb,3,0,0,unknown,1,1.8166666666666667,"(33.0, 48.0]",0
36079,37,blue-collar,married,primary,no,0,no,no,telephone,11,may,2,306,1,failure,0,1.8,"(33.0, 48.0]",1
24337,58,admin.,married,secondary,no,4962,no,yes,cellular,17,nov,1,0,0,unknown,0,1.8666666666666667,"(48.0, 63.0]",0
12555,40,services,divorced,secondary,no,1155,no,yes,unknown,3,jul,1,0,0,unknown,0,4.183333333333334,"(33.0, 48.0]",0
22807,34,housemaid,single,tertiary,no,43,no,no,cellular,25,aug,8,0,0,unknown,0,3.3,"(33.0, 48.0]",0
25414,31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,2,123,3,failure,0,2.35,"(17.925, 33.0]",1
41102,70,entrepreneur,married,tertiary,no,15265,no,no,cellular,17,aug,2,0,0,unknown,0,9.183333333333334,"(63.0, 78.0]",0
25630,50,management,married,secondary,no,1580,no,yes,cellular,19,nov,3,0,0,unknown,0,1.3166666666666667,"(48.0, 63.0]",0
25478,30,management,married,tertiary,no,314,no,no,cellular,19,nov,2,175,2,success,0,6.066666666666666,"(17.925, 33.0]",1
12053,45,admin.,married,unknown,no,1577,no,no,unknown,20,jun,4,0,0,unknown,0,0.26666666666666666,"(33.0, 48.0]",0
20928,36,management,married,tertiary,no,396,no,no,cellular,13,aug,5,0,0,unknown,0,1.1166666666666667,"(33.0, 48.0]",0
30083,31,technician,single,primary,no,449,yes,no,cellular,4,feb,4,252,1,failure,0,2.3333333333333335,"(17.925, 33.0]",1
7155,51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,1,0,0,unknown,0,10.316666666666666,"(48.0, 63.0]",0
41119,36,admin.,married,secondary,no,953,yes,no,cellular,17,aug,1,81,2,failure,0,1.3333333333333333,"(33.0, 48.0]",1
5040,28,blue-collar,single,primary,no,722,yes,no,unknown,21,may,1,0,0,unknown,0,2.5,"(17.925, 33.0]",0
30606,35,management,single,tertiary,no,3,yes,yes,cellular,6,feb,1,0,0,unknown,0,3.6166666666666667,"(33.0, 48.0]",0
17487,44,admin.,married,secondary,no,251,no,yes,telephone,28,jul,3,0,0,unknown,0,2.033333333333333,"(33.0, 48.0]",0
36767,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,1,0,0,unknown,1,14.066666666666666,"(17.925, 33.0]",0
17703,57,services,married,secondary,no,1301,yes,no,cellular,29,jul,2,0,0,unknown,0,1.05,"(48.0, 63.0]",0
13174,33,entrepreneur,divorced,tertiary,no,37,no,yes,cellular,8,jul,1,0,0,unknown,1,18.033333333333335,"(17.925, 33.0]",0
32065,24,management,married,unknown,no,448,no,no,cellular,14,apr,1,0,0,unknown,1,5.4,"(17.925, 33.0]",0
29944,22,admin.,single,tertiary,no,897,yes,no,cellular,4,feb,4,0,0,unknown,1,2.216666666666667,"(17.925, 33.0]",0
20970,53,blue-collar,married,secondary,no,427,no,yes,cellular,14,aug,4,0,0,unknown,0,6.0,"(48.0, 63.0]",0
24715,46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,nov,1,0,0,unknown,0,4.3,"(33.0, 48.0]",0
9792,39,housemaid,married,secondary,no,633,no,no,unknown,9,jun,1,0,0,unknown,0,3.8833333333333333,"(33.0, 48.0]",0
29035,54,technician,married,secondary,no,306,no,no,cellular,2,feb,1,0,0,unknown,0,1.7833333333333334,"(48.0, 63.0]",0
5042,30,services,married,secondary,no,702,yes,no,unknown,21,may,1,0,0,unknown,0,9.55,"(17.925, 33.0]",0
11235,53,blue-collar,divorced,secondary,no,517,yes,no,unknown,18,jun,2,0,0,unknown,0,3.1333333333333333,"(48.0, 63.0]",0
7743,43,admin.,married,secondary,no,25741,yes,no,unknown,30,may,2,0,0,unknown,0,7.733333333333333,"(33.0, 48.0]",0
31525,58,technician,married,secondary,no,1,no,no,cellular,2,apr,1,64,2,failure,0,5.55,"(48.0, 63.0]",1
25153,48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,1,187,3,failure,0,2.716666666666667,"(33.0, 48.0]",1
11647,37,entrepreneur,married,tertiary,no,2685,no,no,unknown,20,jun,2,0,0,unknown,0,3.1166666666666667,"(33.0, 48.0]",0
3211,47,management,divorced,tertiary,no,107,no,no,unknown,15,may,1,0,0,unknown,0,4.1,"(33.0, 48.0]",0
21723,47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,1,0,0,unknown,0,1.4666666666666666,"(33.0, 48.0]",0
4152,28,student,single,tertiary,no,836,yes,no,unknown,19,may,1,0,0,unknown,0,0.6,"(17.925, 33.0]",0
43973,43,services,married,secondary,no,774,no,no,cellular,24,jun,1,91,2,success,1,8.033333333333333,"(33.0, 48.0]",1
29177,40,services,married,secondary,no,683,yes,no,cellular,2,feb,2,0,0,unknown,0,4.983333333333333,"(33.0, 48.0]",0
27587,35,entrepreneur,single,primary,no,5,no,no,cellular,21,nov,3,0,0,unknown,0,2.3333333333333335,"(33.0, 48.0]",0
37896,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,2,0,0,unknown,1,11.133333333333333,"(33.0, 48.0]",0
38626,47,blue-collar,married,primary,no,537,yes,no,telephone,15,may,3,0,0,unknown,0,0.8166666666666667,"(33.0, 48.0]",0
8037,29,management,single,tertiary,no,144,yes,no,unknown,2,jun,3,0,0,unknown,0,1.75,"(17.925, 33.0]",0
14830,28,admin.,married,secondary,yes,105,no,no,cellular,16,jul,1,0,0,unknown,0,2.1666666666666665,"(17.925, 33.0]",0
28604,31,blue-collar,married,secondary,no,519,yes,no,cellular,29,jan,2,0,0,unknown,0,10.383333333333333,"(17.925, 33.0]",0
16399,26,services,single,secondary,no,127,yes,yes,cellular,23,jul,3,0,0,unknown,0,1.4166666666666667,"(17.925, 33.0]",0
18597,55,technician,married,tertiary,no,804,no,no,cellular,31,jul,5,0,0,unknown,0,4.083333333333333,"(48.0, 63.0]",0
26763,45,unemployed,married,tertiary,no,3559,yes,yes,cellular,20,nov,1,0,0,unknown,0,4.4,"(33.0, 48.0]",0
2081,43,technician,single,tertiary,no,16,yes,no,unknown,12,may,4,0,0,unknown,0,4.7,"(33.0, 48.0]",0
6847,34,admin.,single,secondary,yes,7,no,no,unknown,28,may,2,0,0,unknown,0,4.75,"(33.0, 48.0]",0
2385,42,unemployed,married,secondary,no,135,yes,no,unknown,13,may,6,0,0,unknown,0,4.316666666666666,"(33.0, 48.0]",0
9414,35,self-employed,married,secondary,no,116,no,no,unknown,6,jun,1,0,0,unknown,0,6.016666666666667,"(33.0, 48.0]",0
811,45,self-employed,divorced,secondary,no,-139,yes,no,unknown,7,may,3,0,0,unknown,0,2.533333333333333,"(33.0, 48.0]",0
41385,63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,1,0,0,unknown,0,8.166666666666666,"(48.0, 63.0]",0
12163,42,blue-collar,married,secondary,no,525,yes,no,unknown,20,jun,6,0,0,unknown,0,0.16666666666666666,"(33.0, 48.0]",0
22498,38,self-employed,married,tertiary,no,656,yes,no,cellular,22,aug,7,0,0,unknown,0,8.466666666666667,"(33.0, 48.0]",0
173,35,retired,single,primary,no,434,no,no,unknown,5,may,1,0,0,unknown,0,2.3,"(33.0, 48.0]",0
22975,31,entrepreneur,married,tertiary,no,-231,yes,no,cellular,26,aug,2,0,0,unknown,0,3.683333333333333,"(17.925, 33.0]",0
4448,32,services,married,secondary,no,364,yes,no,unknown,20,may,1,0,0,unknown,0,7.766666666666667,"(17.925, 33.0]",0
28611,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,3,246,2,failure,0,2.8,"(48.0, 63.0]",1
2265,33,management,single,tertiary,no,4128,yes,no,unknown,12,may,6,0,0,unknown,0,7.6,"(17.925, 33.0]",0
9086,55,housemaid,single,primary,no,0,no,no,unknown,5,jun,1,0,0,unknown,0,4.116666666666666,"(48.0, 63.0]",0
8844,27,blue-collar,single,primary,no,881,yes,no,unknown,4,jun,3,0,0,unknown,0,2.6,"(17.925, 33.0]",0
8409,35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,1,0,0,unknown,0,1.95,"(33.0, 48.0]",0
32064,75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,1,0,0,unknown,0,3.8666666666666667,"(63.0, 78.0]",0
15621,35,management,married,tertiary,no,1582,no,no,telephone,21,jul,1,0,0,unknown,0,0.6166666666666667,"(33.0, 48.0]",0
20686,32,technician,married,secondary,no,3095,no,no,cellular,12,aug,10,0,0,unknown,0,3.4,"(17.925, 33.0]",0
17737,54,admin.,married,unknown,no,1044,yes,no,cellular,29,jul,5,0,0,unknown,0,9.95,"(48.0, 63.0]",0
10689,40,services,married,unknown,no,4075,yes,no,unknown,16,jun,3,0,0,unknown,0,2.7,"(33.0, 48.0]",0
44584,32,student,single,secondary,no,14,no,no,cellular,19,aug,3,136,1,other,0,2.4,"(17.925, 33.0]",1
8188,34,technician,single,secondary,yes,264,no,no,unknown,2,jun,2,0,0,unknown,0,2.183333333333333,"(33.0, 48.0]",0
31435,32,management,single,tertiary,no,1613,no,no,cellular,30,mar,2,129,5,failure,0,4.216666666666667,"(17.925, 33.0]",1
13608,26,blue-collar,married,secondary,no,1101,no,no,telephone,9,jul,1,0,0,unknown,0,3.433333333333333,"(17.925, 33.0]",0
4413,32,management,divorced,primary,no,137,yes,no,unknown,20,may,12,0,0,unknown,0,0.21666666666666667,"(17.925, 33.0]",0
27110,39,blue-collar,married,primary,no,694,yes,no,cellular,21,nov,1,0,0,unknown,0,0.7333333333333333,"(33.0, 48.0]",0
20846,40,management,divorced,tertiary,no,862,yes,no,cellular,13,aug,2,0,0,unknown,0,1.6333333333333333,"(33.0, 48.0]",0
39458,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,1,0,0,unknown,1,7.016666666666667,"(17.925, 33.0]",0
11902,58,retired,married,primary,no,741,no,no,unknown,20,jun,2,0,0,unknown,0,1.35,"(48.0, 63.0]",0
5102,36,blue-collar,single,primary,no,20,yes,no,unknown,21,may,14,0,0,unknown,0,1.45,"(33.0, 48.0]",0
3804,27,technician,single,secondary,no,1742,yes,no,unknown,16,may,1,0,0,unknown,1,13.116666666666667,"(17.925, 33.0]",0
14001,37,management,married,tertiary,no,1403,yes,no,cellular,10,jul,15,0,0,unknown,0,1.5166666666666666,"(33.0, 48.0]",0
32155,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,1,0,0,unknown,1,2.25,"(33.0, 48.0]",0
9353,27,services,single,secondary,no,482,yes,no,unknown,6,jun,2,0,0,unknown,0,3.6666666666666665,"(17.925, 33.0]",0
16179,31,admin.,married,secondary,no,-241,yes,no,cellular,22,jul,5,0,0,unknown,0,21.45,"(17.925, 33.0]",0
6202,36,admin.,married,secondary,no,1867,yes,yes,unknown,27,may,2,0,0,unknown,0,4.05,"(33.0, 48.0]",0
11010,52,services,married,tertiary,no,2801,yes,yes,unknown,17,jun,2,0,0,unknown,0,5.183333333333334,"(48.0, 63.0]",0
9048,60,housemaid,married,tertiary,no,443,no,no,unknown,5,jun,1,0,0,unknown,0,1.0,"(48.0, 63.0]",0
20784,34,technician,single,tertiary,no,2658,yes,no,cellular,13,aug,2,0,0,unknown,0,11.5,"(33.0, 48.0]",0
27227,58,technician,married,tertiary,no,289,no,no,telephone,21,nov,2,0,0,unknown,0,3.033333333333333,"(48.0, 63.0]",0
13670,41,blue-collar,single,primary,no,74,no,no,unknown,9,jul,4,0,0,unknown,0,3.216666666666667,"(33.0, 48.0]",0
39812,53,admin.,married,secondary,no,2851,no,yes,telephone,1,jun,1,119,1,failure,0,1.4833333333333334,"(48.0, 63.0]",1
8202,32,technician,married,secondary,no,381,yes,no,unknown,2,jun,2,0,0,unknown,0,5.783333333333333,"(17.925, 33.0]",0
33995,55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,1,0,0,unknown,0,1.4166666666666667,"(48.0, 63.0]",0
16529,27,self-employed,single,tertiary,no,1,yes,no,cellular,23,jul,4,0,0,unknown,0,2.85,"(17.925, 33.0]",0
22739,49,housemaid,married,secondary,no,905,no,no,cellular,25,aug,4,0,0,unknown,0,1.7,"(48.0, 63.0]",0
33818,37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,1,0,0,unknown,1,2.066666666666667,"(33.0, 48.0]",0
44248,24,admin.,single,secondary,no,1055,no,no,cellular,21,jul,1,0,0,unknown,0,5.633333333333334,"(17.925, 33.0]",0
32426,42,technician,divorced,secondary,no,611,yes,no,cellular,16,apr,2,262,5,failure,0,13.4,"(33.0, 48.0]",1
43528,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,1,0,0,unknown,1,5.7,"(17.925, 33.0]",0
7891,42,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,3,0,0,unknown,0,2.066666666666667,"(33.0, 48.0]",0
6204,39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,1,0,0,unknown,0,1.9,"(33.0, 48.0]",0
26835,32,blue-collar,single,secondary,no,5252,yes,no,cellular,20,nov,2,183,2,failure,0,3.8666666666666667,"(17.925, 33.0]",1
40057,36,unemployed,married,secondary,no,352,yes,no,cellular,4,jun,2,0,0,unknown,0,1.5666666666666667,"(33.0, 48.0]",0
31902,48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,1,0,0,unknown,0,1.7333333333333334,"(33.0, 48.0]",0
44488,32,services,married,secondary,no,859,yes,no,unknown,9,aug,1,0,0,unknown,0,0.65,"(17.925, 33.0]",0
25947,36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,1,127,5,failure,0,10.666666666666666,"(33.0, 48.0]",1
16577,59,retired,divorced,secondary,no,319,no,no,cellular,24,jul,1,0,0,unknown,0,2.15,"(48.0, 63.0]",0
30803,22,student,single,secondary,no,0,no,no,cellular,6,feb,6,0,0,unknown,1,3.816666666666667,"(17.925, 33.0]",0
36747,37,services,married,secondary,no,42,yes,no,cellular,12,may,3,369,4,failure,0,1.7833333333333334,"(33.0, 48.0]",1
40845,70,retired,married,unknown,no,4290,no,no,telephone,11,aug,2,0,0,unknown,0,2.8666666666666667,"(63.0, 78.0]",0
23020,33,management,married,tertiary,no,0,no,no,cellular,26,aug,2,0,0,unknown,0,2.1,"(17.925, 33.0]",0
30882,47,services,single,secondary,no,870,yes,no,cellular,9,feb,7,0,0,unknown,0,0.6,"(33.0, 48.0]",0
5116,33,technician,married,secondary,no,946,yes,no,unknown,21,may,2,0,0,unknown,0,2.716666666666667,"(17.925, 33.0]",0
19916,51,blue-collar,married,secondary,no,700,no,no,cellular,8,aug,4,0,0,unknown,0,3.95,"(48.0, 63.0]",0
20896,30,technician,single,secondary,no,309,no,no,cellular,13,aug,1,0,0,unknown,0,1.65,"(17.925, 33.0]",0
30229,27,admin.,single,secondary,no,592,yes,yes,cellular,5,feb,3,0,0,unknown,0,7.766666666666667,"(17.925, 33.0]",0
12147,56,unknown,married,unknown,no,361,no,no,unknown,20,jun,7,0,0,unknown,0,4.116666666666666,"(48.0, 63.0]",0
36461,56,services,divorced,secondary,no,141,yes,no,cellular,11,may,2,370,2,failure,0,1.05,"(48.0, 63.0]",1
32488,54,blue-collar,single,secondary,no,105,yes,no,cellular,17,apr,1,326,3,failure,0,3.7666666666666666,"(48.0, 63.0]",1
43835,55,unemployed,married,primary,no,1212,no,no,cellular,31,may,1,0,0,unknown,0,2.966666666666667,"(48.0, 63.0]",0
17728,36,self-employed,married,tertiary,no,2017,no,no,cellular,29,jul,18,0,0,unknown,0,4.1,"(33.0, 48.0]",0
13999,33,blue-collar,single,secondary,no,109,yes,yes,cellular,10,jul,3,0,0,unknown,0,3.066666666666667,"(17.925, 33.0]",0
16914,44,technician,single,primary,no,237,yes,no,cellular,25,jul,1,0,0,unknown,0,0.9,"(33.0, 48.0]",0
7682,36,blue-collar,married,primary,no,287,yes,no,unknown,30,may,3,0,0,unknown,0,2.6166666666666667,"(33.0, 48.0]",0
116,41,admin.,married,secondary,no,351,yes,no,unknown,5,may,1,0,0,unknown,0,8.633333333333333,"(33.0, 48.0]",0
21091,46,services,married,secondary,no,1516,no,no,cellular,14,aug,4,0,0,unknown,0,2.216666666666667,"(33.0, 48.0]",0
18665,32,technician,single,tertiary,no,127,yes,no,cellular,31,jul,3,0,0,unknown,0,1.4666666666666666,"(17.925, 33.0]",0
14543,43,entrepreneur,married,secondary,no,860,yes,yes,cellular,15,jul,5,0,0,unknown,0,2.183333333333333,"(33.0, 48.0]",0
8435,47,blue-collar,married,primary,no,-127,yes,no,unknown,3,jun,3,0,0,unknown,0,2.8333333333333335,"(33.0, 48.0]",0
16982,37,housemaid,married,secondary,no,589,yes,no,cellular,25,jul,2,0,0,unknown,0,5.583333333333333,"(33.0, 48.0]",0
1876,35,management,married,tertiary,no,1510,yes,no,unknown,9,may,1,0,0,unknown,0,1.0166666666666666,"(33.0, 48.0]",0
14029,28,blue-collar,single,secondary,no,455,yes,no,cellular,11,jul,1,0,0,unknown,0,2.7666666666666666,"(17.925, 33.0]",0
36288,58,services,married,secondary,no,1301,yes,no,cellular,11,may,1,286,2,failure,0,4.35,"(48.0, 63.0]",1
39380,30,management,married,tertiary,no,877,no,no,cellular,22,may,2,108,3,failure,0,2.033333333333333,"(17.925, 33.0]",1
6915,60,retired,married,primary,no,170,yes,no,unknown,28,may,2,0,0,unknown,0,5.633333333333334,"(48.0, 63.0]",0
15625,37,admin.,single,secondary,no,862,no,no,cellular,21,jul,2,0,0,unknown,0,2.533333333333333,"(33.0, 48.0]",0
16825,59,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,3,0,0,unknown,0,6.55,"(48.0, 63.0]",0
40489,31,management,married,tertiary,no,1032,no,no,cellular,7,jul,1,0,0,unknown,1,4.733333333333333,"(17.925, 33.0]",0
22680,55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,5,0,0,unknown,0,2.15,"(48.0, 63.0]",0
40691,59,housemaid,married,secondary,no,0,no,no,telephone,7,aug,2,63,1,failure,0,1.7833333333333334,"(48.0, 63.0]",1
16330,31,management,married,secondary,yes,0,no,yes,cellular,23,jul,1,0,0,unknown,0,1.85,"(17.925, 33.0]",0
11189,46,technician,married,secondary,no,179,no,yes,unknown,18,jun,1,0,0,unknown,0,2.15,"(33.0, 48.0]",0
12800,29,services,married,tertiary,no,0,no,yes,cellular,7,jul,1,0,0,unknown,0,2.6333333333333333,"(17.925, 33.0]",0
33444,38,technician,single,secondary,no,28,yes,yes,cellular,20,apr,3,0,0,unknown,0,2.183333333333333,"(33.0, 48.0]",0
43205,34,student,single,unknown,no,242,no,no,telephone,4,mar,2,244,2,failure,0,6.066666666666666,"(33.0, 48.0]",1
7205,32,management,single,tertiary,no,537,no,no,unknown,29,may,3,0,0,unknown,0,3.1166666666666667,"(17.925, 33.0]",0
33183,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,5,0,0,unknown,0,1.2333333333333334,"(48.0, 63.0]",0
32832,52,admin.,divorced,secondary,no,340,yes,no,cellular,17,apr,1,344,1,failure,0,7.716666666666667,"(48.0, 63.0]",1
10838,48,technician,married,secondary,no,335,no,no,unknown,17,jun,3,0,0,unknown,0,3.566666666666667,"(33.0, 48.0]",0
32771,39,management,married,secondary,no,315,yes,no,telephone,17,apr,4,0,0,unknown,0,2.35,"(33.0, 48.0]",0
12154,58,blue-collar,married,primary,no,1231,no,no,unknown,20,jun,3,0,0,unknown,0,0.35,"(48.0, 63.0]",0
